Date,Time,Activity,Title,Details,text
2025-11-07,09:00 - 09:45,Workshop F4 | Effect of Climate Change on Long-Term Interest Rates Working Party,The effect of climate change on long-term interest rates ,"
As awareness of climate-related risks grows, it becomes increasingly evident that the physical impacts and the transition to a sustainable economy will have significant implications for the broader economic environment, both locally and globally.  
In this context, our working party has focused on interest rates as a key economic indicator. We have studied its various facets and examined the drivers of long-term trends and how these are reflected in leading climate scenarios.  
Our research draws on a comprehensive range of literature review and a survey of professionals working in sustainability and investment. This session will provide a structured overview of the following key topics: 
Interest rates theory: difference between nominal, real and natural rates and why it matters 
Drivers of long-term interest rate change: macroeconomic and structural factors, with the focus on the impact of climate change 
Survey results: perspectives on interest rate expectations and risks from the industry professionals 
Summary of the working party's conclusions and views. 
The session is tailored for professionals in life insurance, pensions, risk and investment seeking to enhance their understanding of long-term economic trends. No prior knowledge of climate change and sustainability is required. A basic understanding of climate change risks is useful, but not essential. The session will consist of a presentation, followed by a Q&A session. 
Speakers: Sarah Keighley, XPS Group, and Oleg Gergel, M&G.","Date and Time: 2025-11-07; 09:00 - 09:45
Session: Workshop F4 | Effect of Climate Change on Long-Term Interest Rates Working Party: The effect of climate change on long-term interest rates 
Details: 
As awareness of climate-related risks grows, it becomes increasingly evident that the physical impacts and the transition to a sustainable economy will have significant implications for the broader economic environment, both locally and globally.  
In this context, our working party has focused on interest rates as a key economic indicator. We have studied its various facets and examined the drivers of long-term trends and how these are reflected in leading climate scenarios.  
Our research draws on a comprehensive range of literature review and a survey of professionals working in sustainability and investment. This session will provide a structured overview of the following key topics: 
Interest rates theory: difference between nominal, real and natural rates and why it matters 
Drivers of long-term interest rate change: macroeconomic and structural factors, with the focus on the impact of climate change 
Survey results: perspectives on interest rate expectations and risks from the industry professionals 
Summary of the working party's conclusions and views. 
The session is tailored for professionals in life insurance, pensions, risk and investment seeking to enhance their understanding of long-term economic trends. No prior knowledge of climate change and sustainability is required. A basic understanding of climate change risks is useful, but not essential. The session will consist of a presentation, followed by a Q&A session. 
Speakers: Sarah Keighley, XPS Group, and Oleg Gergel, M&G."
2025-11-07,09:00 - 09:45,Workshop F5,Resolution planning: strategic insights into solvent exit planning ,"
Fundamental Rule 8 has been in place in the UK for many years and requires insurers to “prepare for resolution so, if the need arises, it can be resolved in an orderly manner with a minimum disruption of critical services”. However, until now, it has been largely overseen through individual supervisory relationships and only really applied in practice to large UK insurance groups or those providing niche insurance products.  
With the introduction of solvent exit planning for insurers, the range of firms having to conduct orderly wind-down analysis is due to increase significantly from June 2026. 
In this session, we will provide an overview of the final solvent exit planning requirements and consider what lessons can be learned from: 
Insurance resolution planning and solvent exit planning exercises conducted to date 
Solvent exit and orderly wind-down planning in other FS sectors (e.g. brokers, investment firms and non-systemic banks). 
As part of the session, we will share industry insights on the topic, including practical suggestions on how to structure a successful solvent exit planning programme, leverage existing analysis, and embed the process in BAU. 
Speakers: Rachel Chew and Matt McLeod, KPMG and David Chen, JUST Group","Date and Time: 2025-11-07; 09:00 - 09:45
Session: Workshop F5: Resolution planning: strategic insights into solvent exit planning 
Details: 
Fundamental Rule 8 has been in place in the UK for many years and requires insurers to “prepare for resolution so, if the need arises, it can be resolved in an orderly manner with a minimum disruption of critical services”. However, until now, it has been largely overseen through individual supervisory relationships and only really applied in practice to large UK insurance groups or those providing niche insurance products.  
With the introduction of solvent exit planning for insurers, the range of firms having to conduct orderly wind-down analysis is due to increase significantly from June 2026. 
In this session, we will provide an overview of the final solvent exit planning requirements and consider what lessons can be learned from: 
Insurance resolution planning and solvent exit planning exercises conducted to date 
Solvent exit and orderly wind-down planning in other FS sectors (e.g. brokers, investment firms and non-systemic banks). 
As part of the session, we will share industry insights on the topic, including practical suggestions on how to structure a successful solvent exit planning programme, leverage existing analysis, and embed the process in BAU. 
Speakers: Rachel Chew and Matt McLeod, KPMG and David Chen, JUST Group"
2025-11-07,09:00 - 09:45,Workshop F6,From silos to systems: how teams can do more with less ,"
How can teams and organisations flourish, not just survive, amid ongoing complexity, hybrid work environments, and pressure to deliver more with less? 
While actuarial teams are skilled in analytical thinking and technical delivery, questions about collaboration, communication, team culture and dynamics often remain unspoken. These challenges significantly influence performance, impact, and the ability to drive real change. In this session, we’ll explore important questions such as: 
How can systemic coaching support high-performing, outcome-focused teams? 
What helps break down silos and create a collaborative culture? 
How do we influence mindset and improve communication without losing accountability? 
This highly participative workshop will blend insights from disciplines of high-performing teams, developing thinking environments, and Linda Gratton’s work on Redesigning Work. 
Target audience: Actuaries, team leaders, and professionals at all levels with an interest in improving how teams work, not just what they deliver. 
Speakers: Richard Galbraith and Thomas Chalmers, Leading Figures","Date and Time: 2025-11-07; 09:00 - 09:45
Session: Workshop F6: From silos to systems: how teams can do more with less 
Details: 
How can teams and organisations flourish, not just survive, amid ongoing complexity, hybrid work environments, and pressure to deliver more with less? 
While actuarial teams are skilled in analytical thinking and technical delivery, questions about collaboration, communication, team culture and dynamics often remain unspoken. These challenges significantly influence performance, impact, and the ability to drive real change. In this session, we’ll explore important questions such as: 
How can systemic coaching support high-performing, outcome-focused teams? 
What helps break down silos and create a collaborative culture? 
How do we influence mindset and improve communication without losing accountability? 
This highly participative workshop will blend insights from disciplines of high-performing teams, developing thinking environments, and Linda Gratton’s work on Redesigning Work. 
Target audience: Actuaries, team leaders, and professionals at all levels with an interest in improving how teams work, not just what they deliver. 
Speakers: Richard Galbraith and Thomas Chalmers, Leading Figures"
2025-11-07,09:00 - 09:45,Workshop F7 | Protection health and care,How can we grow the income protection market sustainably? ,"
The UK income protection (IP) market has been growing steadily in recent years, with an increasing number of life companies entering the market and consumers and advisers realising its importance. We anticipate that the IP market could match, if not surpass, the critical illness (CI) market. 
In contrast, not far in the rearview mirror, some overseas markets have experienced significant losses in the last decade. Our review of industry experience has identified important features of the UK market and revealed key drivers that could help the UK IP market avoid similar pitfalls to continue growing sustainably. 
Speakers: Jierui Liu and Ben Mercer, Pacific Life Re","Date and Time: 2025-11-07; 09:00 - 09:45
Session: Workshop F7 | Protection health and care: How can we grow the income protection market sustainably? 
Details: 
The UK income protection (IP) market has been growing steadily in recent years, with an increasing number of life companies entering the market and consumers and advisers realising its importance. We anticipate that the IP market could match, if not surpass, the critical illness (CI) market. 
In contrast, not far in the rearview mirror, some overseas markets have experienced significant losses in the last decade. Our review of industry experience has identified important features of the UK market and revealed key drivers that could help the UK IP market avoid similar pitfalls to continue growing sustainably. 
Speakers: Jierui Liu and Ben Mercer, Pacific Life Re"
2025-11-07,09:00 - 09:45,Workshop F8,Practical Part VII transfers and case study ,"
Recent regulatory changes, including the FCA’s consumer duty requirements, have had a significant impact on Part VII transfers. This session looks at these and their effect on transfers, including as a case study a recent successful transfer. 
Key outcomes from the session include: 
Understanding the current environment for Part VII transfers 
What the transferor and transferee consider before entering into a Part VII transfer. 
The impact of the consumer duty regulations on the transferor, transferee and the independent expert for a Part VII transfer 
How dependencies, in particular those that impact policyholders, can complicate a transfer.  
How sanctions can cause difficulties 
What do good policyholder communications look like? 
How to have a successful transfer. 
For the case study, the speakers were the Chief Actuary at the transferee, Chesnara plc, and the independent expert. 
The session is aimed at those interested in Part VII transfers and will assume a basic knowledge of UK insurance regulation. It will also be of interest to anyone involved with looking at the impact of consumer duty on customers, and more broadly keeping up to date with regulatory changes and practice. The presentation will be followed by a Q&A. 
Speakers: Rob Goodwin, Chesnara and Phil Simpson, Milliman","Date and Time: 2025-11-07; 09:00 - 09:45
Session: Workshop F8: Practical Part VII transfers and case study 
Details: 
Recent regulatory changes, including the FCA’s consumer duty requirements, have had a significant impact on Part VII transfers. This session looks at these and their effect on transfers, including as a case study a recent successful transfer. 
Key outcomes from the session include: 
Understanding the current environment for Part VII transfers 
What the transferor and transferee consider before entering into a Part VII transfer. 
The impact of the consumer duty regulations on the transferor, transferee and the independent expert for a Part VII transfer 
How dependencies, in particular those that impact policyholders, can complicate a transfer.  
How sanctions can cause difficulties 
What do good policyholder communications look like? 
How to have a successful transfer. 
For the case study, the speakers were the Chief Actuary at the transferee, Chesnara plc, and the independent expert. 
The session is aimed at those interested in Part VII transfers and will assume a basic knowledge of UK insurance regulation. It will also be of interest to anyone involved with looking at the impact of consumer duty on customers, and more broadly keeping up to date with regulatory changes and practice. The presentation will be followed by a Q&A. 
Speakers: Rob Goodwin, Chesnara and Phil Simpson, Milliman"
2025-11-07,09:55 - 10:40,Workshop G1 | Liquidity Risk Working Party,Getting the right measure: liquidity risk management and reporting,"
The PRA has a continued focus on liquidity management and reporting for life insurers. In March 2025, the consultation period for ‘CP19/24 – Closing liquidity reporting gaps and streamlining Standard Formula reporting’ closed, and the current expectation is that firms will need to implement the reporting proposals by 31 December 2025. In addition to the new reporting requirements, the regulator’s existing expectations for a robust liquidity risk management framework are set out in SS5/19, with the PRA indicating that this remains an area of focus in its 2025 insurance supervisory priorities.
In this session we will consider three key areas: 
An overview of the reporting requirements outlined in CP19/24 and of the areas of challenge being observed across the market, and actions being taken by firms to meet the reporting requirements
A summary of current liquidity risk management practices being adopted by firms, which will be supported by findings from a survey that will be published in 2025 by the working party  
Consideration of the key interactions between the existing liquidity risk management metrics and the information that is being presented within the PRA reporting templates. This will consider areas of consistency and differences and the risks or opportunities that this may present to firms.  
This talk will be presented by the IFoA Liquidity Working Party and is aimed at both those currently involved in liquidity risk management and reporting and those with a general interest in current areas of regulatory focus. 
Speakers: Jon Mitchell. PwC and James Gillespie, NatWest Markets","Date and Time: 2025-11-07; 09:55 - 10:40
Session: Workshop G1 | Liquidity Risk Working Party: Getting the right measure: liquidity risk management and reporting
Details: 
The PRA has a continued focus on liquidity management and reporting for life insurers. In March 2025, the consultation period for ‘CP19/24 – Closing liquidity reporting gaps and streamlining Standard Formula reporting’ closed, and the current expectation is that firms will need to implement the reporting proposals by 31 December 2025. In addition to the new reporting requirements, the regulator’s existing expectations for a robust liquidity risk management framework are set out in SS5/19, with the PRA indicating that this remains an area of focus in its 2025 insurance supervisory priorities.
In this session we will consider three key areas: 
An overview of the reporting requirements outlined in CP19/24 and of the areas of challenge being observed across the market, and actions being taken by firms to meet the reporting requirements
A summary of current liquidity risk management practices being adopted by firms, which will be supported by findings from a survey that will be published in 2025 by the working party  
Consideration of the key interactions between the existing liquidity risk management metrics and the information that is being presented within the PRA reporting templates. This will consider areas of consistency and differences and the risks or opportunities that this may present to firms.  
This talk will be presented by the IFoA Liquidity Working Party and is aimed at both those currently involved in liquidity risk management and reporting and those with a general interest in current areas of regulatory focus. 
Speakers: Jon Mitchell. PwC and James Gillespie, NatWest Markets"
2025-11-07,09:55 - 10:40,Workshop G2,ORSA scenarios and the implications of sustainability-driven inflation ,"
ORSA solvency assessments depend on ""extreme but plausible scenarios"", yet few foresaw the COVID shutdown, Truss Crash, or Russia-Ukraine war’s effects on energy and the cost of living.
Considering these events from the past five years, are our extreme calibrations still relevant, or do we need a ""new plausible""?  Climate change and the sustainability transition are known unknowns poised to impact future economies, but their effects are often under-estimated and under-reported. The 2024 IFoA Risk Alert advised actuaries to consider whether a realistic worst-case scenario might surpass current climate scenarios.  
The current PRA consultation paper CP10/25 highlights the need to consider limitations, non-linearities and tipping points. It also requires consideration of whether the climate scenario represents a 'central' or 'stress case'.  However, data on the stress cases is limited and alternatives to current published scenarios are scarce. Few studies have examined how sustainability might influence the broader economy and key actuarial macroeconomic factors like inflation and interest rates.   This presentation will provide insights from our 2025 survey of ORSA industry practices, focusing on sustainability and macroeconomic impacts. It will compare current practices with emerging models on sustainability's significant effects on economic variables. The presentation will explore potential gaps in current practice and outline what a realistic ""extreme but plausible"" scenario might entail, offering practical insights and solutions rather than just diagnosing the problem. 
Speakers: Nick Spencer, Adel Drew and Charlie Howell, Milliman","Date and Time: 2025-11-07; 09:55 - 10:40
Session: Workshop G2: ORSA scenarios and the implications of sustainability-driven inflation 
Details: 
ORSA solvency assessments depend on ""extreme but plausible scenarios"", yet few foresaw the COVID shutdown, Truss Crash, or Russia-Ukraine war’s effects on energy and the cost of living.
Considering these events from the past five years, are our extreme calibrations still relevant, or do we need a ""new plausible""?  Climate change and the sustainability transition are known unknowns poised to impact future economies, but their effects are often under-estimated and under-reported. The 2024 IFoA Risk Alert advised actuaries to consider whether a realistic worst-case scenario might surpass current climate scenarios.  
The current PRA consultation paper CP10/25 highlights the need to consider limitations, non-linearities and tipping points. It also requires consideration of whether the climate scenario represents a 'central' or 'stress case'.  However, data on the stress cases is limited and alternatives to current published scenarios are scarce. Few studies have examined how sustainability might influence the broader economy and key actuarial macroeconomic factors like inflation and interest rates.   This presentation will provide insights from our 2025 survey of ORSA industry practices, focusing on sustainability and macroeconomic impacts. It will compare current practices with emerging models on sustainability's significant effects on economic variables. The presentation will explore potential gaps in current practice and outline what a realistic ""extreme but plausible"" scenario might entail, offering practical insights and solutions rather than just diagnosing the problem. 
Speakers: Nick Spencer, Adel Drew and Charlie Howell, Milliman"
2025-11-07,09:55 - 10:40,Workshop G3 | Protection health and care,Genetic testing: the elephant in the room ,"
Sequencing of the entire human genome was first completed in 2003, at a cost of $2.7 billion. However, the costs have fallen dramatically to now well below £1,000 and as a result we have witnessed a large number of companies offering genome sequencing services, although for some their ‘success’ has been short lived.  
There is no doubt that genetic testing is a challenging area for the health insurance industry. Insurers are precluded from using the outputs from genetic testing in all but very limited circumstances, creating the risk of adverse selection. For an individual, understanding your genetic predisposition to certain diseases without adequate support introduces its own moral hazards.  
Bupa is helping people around the world to live longer and healthier lives. Seeing genomics as a key pillar in this mission, in October 2024 it announced the pilot of whole-genome sequencing for selected UK customers. In this session we will explain how Bupa is developing genomics testing capabilities to offer advanced healthcare and wellbeing, and the challenges it presents from a health insurance perspective. 
Speakers: Phil Roberts, Prit Hanspal and Dan Sullivan, BUPA","Date and Time: 2025-11-07; 09:55 - 10:40
Session: Workshop G3 | Protection health and care: Genetic testing: the elephant in the room 
Details: 
Sequencing of the entire human genome was first completed in 2003, at a cost of $2.7 billion. However, the costs have fallen dramatically to now well below £1,000 and as a result we have witnessed a large number of companies offering genome sequencing services, although for some their ‘success’ has been short lived.  
There is no doubt that genetic testing is a challenging area for the health insurance industry. Insurers are precluded from using the outputs from genetic testing in all but very limited circumstances, creating the risk of adverse selection. For an individual, understanding your genetic predisposition to certain diseases without adequate support introduces its own moral hazards.  
Bupa is helping people around the world to live longer and healthier lives. Seeing genomics as a key pillar in this mission, in October 2024 it announced the pilot of whole-genome sequencing for selected UK customers. In this session we will explain how Bupa is developing genomics testing capabilities to offer advanced healthcare and wellbeing, and the challenges it presents from a health insurance perspective. 
Speakers: Phil Roberts, Prit Hanspal and Dan Sullivan, BUPA"
2025-11-07,09:55 - 10:40,Workshop G4,Phoenix 2025 with-profits fund/shareholder transaction ,"
In 2025 Phoenix carried out a material transaction between one of its large 90/10 with-profits funds and its shareholder fund. This transaction resulted in: 
Enhanced benefits expected for the with-profits policyholders 
Liquidity benefits for the shareholders 
Simplification of the operation of the fund going forwards  
This session will explain the transaction, its rationale, and why it was considered fair, from the following viewpoints: 
The overall Phoenix position (Brian Murray, Chief With-Profits Actuary, Phoenix) 
The with-profits actuary’s considerations (Corinne McKinnon, WPA for the Fund, Phoenix) 
The independent actuary’s considerations (John Jenkins, Principal, Milliman) 
The session will be of interest to actuaries involved with 90/10 (and other) with-profits funds. No specialist knowledge is required but some knowledge of with-profits business would be beneficial. 
Speakers: John Jenkins, Milliman, Brian Murray, The Phoenix Group","Date and Time: 2025-11-07; 09:55 - 10:40
Session: Workshop G4: Phoenix 2025 with-profits fund/shareholder transaction 
Details: 
In 2025 Phoenix carried out a material transaction between one of its large 90/10 with-profits funds and its shareholder fund. This transaction resulted in: 
Enhanced benefits expected for the with-profits policyholders 
Liquidity benefits for the shareholders 
Simplification of the operation of the fund going forwards  
This session will explain the transaction, its rationale, and why it was considered fair, from the following viewpoints: 
The overall Phoenix position (Brian Murray, Chief With-Profits Actuary, Phoenix) 
The with-profits actuary’s considerations (Corinne McKinnon, WPA for the Fund, Phoenix) 
The independent actuary’s considerations (John Jenkins, Principal, Milliman) 
The session will be of interest to actuaries involved with 90/10 (and other) with-profits funds. No specialist knowledge is required but some knowledge of with-profits business would be beneficial. 
Speakers: John Jenkins, Milliman, Brian Murray, The Phoenix Group"
2025-11-07,09:55 - 10:40,Workshop G5 | Protection health and care | Critical Illness Population Incidence Rates Working Party,An update from the Critical Illness Population Incidence Rates Working Party ,"
Critical Illness insurance products play a vital role in protecting individuals against the financial risks associated with a critical illness diagnosis. The Critical Illness Population Incidence Rates Working Party (CIPIRWP) was established in 2024 to enhance the industry's understanding of critical illness (CI) rates by researching population health datasets and developing CI incidence rates for the general population. 
In this session, we will provide an update on the working party’s progress to date, including key findings and ongoing research efforts. We will cover the following topics: 
Market developments of critical illness in the UK over the last 15 years 
Current industry definitions of CI conditions and their mapping to ICD10 codes 
Data challenges 
Estimation of general population CI incidence rates for major conditions such as cancer, heart-related illnesses, stroke, multiple sclerosis, benign brain tumour, and Parkinson's. 
This session will also seek to demonstrate the value actuaries can bring to public health organisations by working with anonymised health data. 
Join us for an informative session that will benefit actuaries working in protection, product development, and those involved in setting assumptions for pricing or reserving CI products. This update will also be of interest to professionals in public health research and health service provision. 
Speakers: Members of CI Population Incidence Rates Working Party","Date and Time: 2025-11-07; 09:55 - 10:40
Session: Workshop G5 | Protection health and care | Critical Illness Population Incidence Rates Working Party: An update from the Critical Illness Population Incidence Rates Working Party 
Details: 
Critical Illness insurance products play a vital role in protecting individuals against the financial risks associated with a critical illness diagnosis. The Critical Illness Population Incidence Rates Working Party (CIPIRWP) was established in 2024 to enhance the industry's understanding of critical illness (CI) rates by researching population health datasets and developing CI incidence rates for the general population. 
In this session, we will provide an update on the working party’s progress to date, including key findings and ongoing research efforts. We will cover the following topics: 
Market developments of critical illness in the UK over the last 15 years 
Current industry definitions of CI conditions and their mapping to ICD10 codes 
Data challenges 
Estimation of general population CI incidence rates for major conditions such as cancer, heart-related illnesses, stroke, multiple sclerosis, benign brain tumour, and Parkinson's. 
This session will also seek to demonstrate the value actuaries can bring to public health organisations by working with anonymised health data. 
Join us for an informative session that will benefit actuaries working in protection, product development, and those involved in setting assumptions for pricing or reserving CI products. This update will also be of interest to professionals in public health research and health service provision. 
Speakers: Members of CI Population Incidence Rates Working Party"
2025-11-07,09:55 - 10:40,Workshop G6,GPUs in actuarial modelling: Is this the beginning of the end for proxy models? ,"
Following on from the thought-provoking talks on proxy models at the last conference, and the call for next generation modelling solutions on GPUs from software vendors, this session aims to answer the burning question: Is this the beginning of the end for proxy models?  
We will explore how the use of GPUs is transforming the life insurance industry by expanding actuarial modelling capabilities beyond what is possible with current industry processes. Imagine a world where model runs could take a fraction of the time and a fraction of the cost… 
We are bringing together SME’s from: 
Microsoft, to provide a theoretical foundation for the power of GPUs 
Aon, on what is possible in practise with the use of GPUs and what this means for the future of proxy modelling 
Deloitte, on what impacts this will have from regulatory, strategic and competitive perspectives. 
This will be a high-level session rather than a technical one. It should be of interest to actuaries at all levels with an interest in next generation modelling, including senior actuaries and senior leadership who are interested in using GPUs in their actuarial modelling. 
Speakers: Ka Hei Choi, Aon, James Thorpe, Deloitte and Dorota Zimnoch, Microsoft","Date and Time: 2025-11-07; 09:55 - 10:40
Session: Workshop G6: GPUs in actuarial modelling: Is this the beginning of the end for proxy models? 
Details: 
Following on from the thought-provoking talks on proxy models at the last conference, and the call for next generation modelling solutions on GPUs from software vendors, this session aims to answer the burning question: Is this the beginning of the end for proxy models?  
We will explore how the use of GPUs is transforming the life insurance industry by expanding actuarial modelling capabilities beyond what is possible with current industry processes. Imagine a world where model runs could take a fraction of the time and a fraction of the cost… 
We are bringing together SME’s from: 
Microsoft, to provide a theoretical foundation for the power of GPUs 
Aon, on what is possible in practise with the use of GPUs and what this means for the future of proxy modelling 
Deloitte, on what impacts this will have from regulatory, strategic and competitive perspectives. 
This will be a high-level session rather than a technical one. It should be of interest to actuaries at all levels with an interest in next generation modelling, including senior actuaries and senior leadership who are interested in using GPUs in their actuarial modelling. 
Speakers: Ka Hei Choi, Aon, James Thorpe, Deloitte and Dorota Zimnoch, Microsoft"
2025-11-07,09:55 - 10:40,Workshop G7 | Protection health and care,Could ‘no code' technology be the key to unlocking growth in the UK protection market? ,"
The UK protection market has faced a number of challenging years post pandemic, with declining sales, increased regulatory pressures, excess mortality and consolidation. But despite the challenges, the need for these products is greater than ever, and in this workshop we’ll be looking at the role ‘no code’ technology has to play in unlocking innovation around pricing and proposition design, reaching underserved customers and fuelling growth in this market. 
Speakers: Katie Crook-Davies, t+1 and Will Wood, Instanda","Date and Time: 2025-11-07; 09:55 - 10:40
Session: Workshop G7 | Protection health and care: Could ‘no code' technology be the key to unlocking growth in the UK protection market? 
Details: 
The UK protection market has faced a number of challenging years post pandemic, with declining sales, increased regulatory pressures, excess mortality and consolidation. But despite the challenges, the need for these products is greater than ever, and in this workshop we’ll be looking at the role ‘no code’ technology has to play in unlocking innovation around pricing and proposition design, reaching underserved customers and fuelling growth in this market. 
Speakers: Katie Crook-Davies, t+1 and Will Wood, Instanda"
2025-11-07,09:55 - 10:40,Workshop G8 | New Product Design Working Party,Taking the lead in product innovation: actuaries as product managers ,"
The IFoA trains actuaries to think rigorously about risk, value, and long-term outcomes. For two centuries, actuaries have used these skills in life insurance workflows that include pricing, reserving, and risk management. However, the world is evolving rapidly, with innovation and customer experience becoming critical to the success of life insurers. This has coincided or resulted in the reduction of statutory actuarial sign-off requirements, the automation of several actuarial processes, and the introduction of AI into actuarial work.  
This shift creates an opportunity for actuaries to broaden their influence in other domains that utilise their skills, such as product management. 
According to TheProductManager.com, there are currently around 700,000 product managers in the world. These dynamic professionals sit at the intersection of product design, product development, and product marketing, where they shape strategy, lead cross-functional teams, and deliver products to meet evolving market needs. Despite actuaries' expertise in core product management skills like quantitative research, financial analysis and customer-centric problem-solving, their participation in this domain remains limited. 
An actuarial product manager from a global technology firm will lead this session, which will include: 
An introduction to product management as a relevant but unexplored domain for actuaries 
The parallels between the actuarial control cycle and the product management lifecycle  
Using theoretical frameworks and real-world case studies to explore how actuaries can reposition themselves as strategic product leaders 
A demonstration of how actuarial thinking can bring discipline, insight, and long-term perspective to product strategy and execution in life insurance and beyond. 
Speaker: Masimba Zata, Moody’s","Date and Time: 2025-11-07; 09:55 - 10:40
Session: Workshop G8 | New Product Design Working Party: Taking the lead in product innovation: actuaries as product managers 
Details: 
The IFoA trains actuaries to think rigorously about risk, value, and long-term outcomes. For two centuries, actuaries have used these skills in life insurance workflows that include pricing, reserving, and risk management. However, the world is evolving rapidly, with innovation and customer experience becoming critical to the success of life insurers. This has coincided or resulted in the reduction of statutory actuarial sign-off requirements, the automation of several actuarial processes, and the introduction of AI into actuarial work.  
This shift creates an opportunity for actuaries to broaden their influence in other domains that utilise their skills, such as product management. 
According to TheProductManager.com, there are currently around 700,000 product managers in the world. These dynamic professionals sit at the intersection of product design, product development, and product marketing, where they shape strategy, lead cross-functional teams, and deliver products to meet evolving market needs. Despite actuaries' expertise in core product management skills like quantitative research, financial analysis and customer-centric problem-solving, their participation in this domain remains limited. 
An actuarial product manager from a global technology firm will lead this session, which will include: 
An introduction to product management as a relevant but unexplored domain for actuaries 
The parallels between the actuarial control cycle and the product management lifecycle  
Using theoretical frameworks and real-world case studies to explore how actuaries can reposition themselves as strategic product leaders 
A demonstration of how actuarial thinking can bring discipline, insight, and long-term perspective to product strategy and execution in life insurance and beyond. 
Speaker: Masimba Zata, Moody’s"
2025-11-07,11:25 - 12:25,Plenary 4,Panel on effective and transparent customer communication ,"
With Consumer Duty embedded in everything we do, it is key for the financial services industry to communicate with consumers in a clear and concise manner.
This is of particular importance for life insurers. Given the long-term nature of the products, great focus is on customers vulnerability and how this changes through the duration of the contract.
This session will include a panel from a range of industries to give examples and discuss the approaches firms can take to guarantee inclusive communication with our customers.
The areas covered will include:
Marketing channels: discussing how to engage consumers via the right media for them.
Product literature: how to explain our products and services in an understandable way.
Consumer types: looking at differences we may need to make to allow for certain consumer characteristics.
By improving information at the start, consumers will be able to make more informed decisions, leading to better outcomes in the future.
Speakers: Beth Paterson, SunLife, Luke Bozeat, WPP Media and Scott Cadger, Lloyds Banking Group","Date and Time: 2025-11-07; 11:25 - 12:25
Session: Plenary 4: Panel on effective and transparent customer communication 
Details: 
With Consumer Duty embedded in everything we do, it is key for the financial services industry to communicate with consumers in a clear and concise manner.
This is of particular importance for life insurers. Given the long-term nature of the products, great focus is on customers vulnerability and how this changes through the duration of the contract.
This session will include a panel from a range of industries to give examples and discuss the approaches firms can take to guarantee inclusive communication with our customers.
The areas covered will include:
Marketing channels: discussing how to engage consumers via the right media for them.
Product literature: how to explain our products and services in an understandable way.
Consumer types: looking at differences we may need to make to allow for certain consumer characteristics.
By improving information at the start, consumers will be able to make more informed decisions, leading to better outcomes in the future.
Speakers: Beth Paterson, SunLife, Luke Bozeat, WPP Media and Scott Cadger, Lloyds Banking Group"
2025-11-07,13:25 - 14:25,Plenary 5: Keynote speaker Penny Mallory,Mental toughness: the one thing that changes everything ,"
People are under more pressure than ever before, creating a feeling of overwhelm. Penny Mallory reveals how you can manage the pressure by developing a sense of control of your life and your emotions. 
The heavy workloads people are managing are creating stress. Penny shows how you can manage stress by developing confidence in your ability to get the job done. 
The insane speed of change is making people feel out of control. Penny talks about how you can manage your emotions when things are moving fast. 
Deadlines are so tight that people are losing focus and energy. Penny explains how you can maintain enthusiasm and commitment when you’re up against it. 
People are required to deliver more, but with less resources. Penny shows how you can view these challenges as exciting opportunities, rather than threats. 
Penny defied the odds by achieving her childhood ambition of becoming a champion rally driver. She surpassed that dream by becoming the first woman to compete in a World Rally Car for Ford in the prestigious World Rally Championship. Remarkably, she remains the only woman to accomplish this. 
Her journey is even more remarkable given her tumultuous past as a teenage runaway, enduring three  years of homelessness in London. 
Penny attributes her success to her mental toughness.","Date and Time: 2025-11-07; 13:25 - 14:25
Session: Plenary 5: Keynote speaker Penny Mallory: Mental toughness: the one thing that changes everything 
Details: 
People are under more pressure than ever before, creating a feeling of overwhelm. Penny Mallory reveals how you can manage the pressure by developing a sense of control of your life and your emotions. 
The heavy workloads people are managing are creating stress. Penny shows how you can manage stress by developing confidence in your ability to get the job done. 
The insane speed of change is making people feel out of control. Penny talks about how you can manage your emotions when things are moving fast. 
Deadlines are so tight that people are losing focus and energy. Penny explains how you can maintain enthusiasm and commitment when you’re up against it. 
People are required to deliver more, but with less resources. Penny shows how you can view these challenges as exciting opportunities, rather than threats. 
Penny defied the odds by achieving her childhood ambition of becoming a champion rally driver. She surpassed that dream by becoming the first woman to compete in a World Rally Car for Ford in the prestigious World Rally Championship. Remarkably, she remains the only woman to accomplish this. 
Her journey is even more remarkable given her tumultuous past as a teenage runaway, enduring three  years of homelessness in London. 
Penny attributes her success to her mental toughness."
